area,name,abbrev,year,alldeaths_inpatient_age75,estimated_potential,eligible,donors,organs,potential_pct,eligible_per_100potential,donors_per_100potential,organs_per_100potential,tx_per_100potential,organ_potential,organ_share,conversion_rate,collabrate,alldonors,allorgans,alltx,dcdorgans,dbdorgans,dbddonors,dcddonors,dbddonor_pct,dcddonor_pct,dbdorgan_pct,dcdorgan_pct,dbdtx,dcdtx,dbdtx_pct,dcdtx_pct,seq
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2006,2653,126,,55,178,5,,44,142,115,351,51,,,55,178,55,6,172,52,3,95,5,97,3,52,3,95,5,674
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2007,2689,140,,55,181,5,,39,129,99,386,47,,,55,181,55,8,173,52,3,95,5,96,4,52,3,95,5,675
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2008,2506,125,32,36,129,5,26,29,103,91,350,37,,,36,129,36,16,113,30,6,83,17,88,12,30,6,83,17,676
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2009,2587,133,33,46,145,5,25,35,109,87,368,39,,,46,145,46,34,111,33,13,72,28,77,23,33,13,72,28,677
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2010,2523,131,39,43,137,5,30,33,105,89,366,37,,,43,137,43,11,126,38,5,88,12,92,8,38,5,88,12,678
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2011,2550,128,34,43,139,5,27,34,109,95,358,39,82,88,43,139,43,16,123,35,8,81,19,88,12,35,8,81,19,679
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2012,2489,131,23,37,115,5,18,28,88,72,369,31,83,90,37,115,37,22,93,28,9,76,24,81,19,28,9,76,24,680
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2013,2543,137,30,33,93,5,22,24,68,54,384,24,50,69,33,93,33,29,64,19,14,58,42,69,31,19,14,58,42,681
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2014,2609,136,40,46,166,5,29,34,122,106,378,44,75,82,46,166,46,31,135,32,14,70,30,81,19,32,14,70,30,682
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2015,2573,138,41,46,139,5,30,33,101,82,382,36,71,79,46,139,46,40,99,29,17,63,37,71,29,29,17,63,37,683
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2016,2694,164,40,61,181,6,24,37,110,85,453,40,88,92,61,181,61,46,135,38,23,62,38,75,25,38,23,62,38,684
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,1999,7617,396,,65,250,5,,16,63,59,1120,22,,,65,250,65,0,248,64,0,98,0,99,0,64,0,98,0,685
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2000,7209,363,,83,324,5,,23,89,81,1029,31,,,83,324,83,0,324,83,0,100,0,100,0,83,0,100,0,686
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2001,6999,371,,89,315,5,,24,85,72,1042,30,,,89,315,89,0,315,89,0,100,0,100,0,89,0,100,0,687
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2002,6918,360,,67,245,5,,19,68,61,1009,24,,,67,245,67,0,245,67,0,100,0,100,0,67,0,100,0,688
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2003,6612,340,,72,270,5,,21,80,68,946,29,,,72,270,72,0,270,72,0,100,0,100,0,72,0,100,0,689
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2004,6567,369,,89,315,6,,24,85,71,1025,31,,,89,315,89,0,315,89,0,100,0,100,0,89,0,100,0,690
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2005,6593,350,,74,268,5,,21,77,67,974,28,,,74,268,74,3,265,73,1,99,1,99,1,73,1,99,1,691
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2006,6399,361,,111,386,6,,31,107,91,1004,38,,,111,386,111,9,377,108,3,97,3,98,2,108,3,97,3,692
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2007,6314,383,,100,407,6,,26,106,91,1056,39,,,100,407,100,19,388,94,6,94,6,95,5,94,6,94,6,693
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2008,6421,406,123,111,382,6,30,27,94,76,1118,34,,,111,382,111,23,359,102,9,92,8,94,6,102,9,92,8,694
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2009,6346,376,137,116,479,6,36,31,127,106,1039,46,,,116,479,116,28,451,106,10,91,9,94,6,106,10,91,9,695
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2010,6186,387,136,118,470,6,35,30,121,105,1069,44,,,118,470,118,22,448,109,9,92,8,95,5,109,9,92,8,696
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2011,6315,385,122,112,413,6,32,29,107,94,1062,39,73,77,112,413,112,38,375,98,14,88,13,91,9,98,14,88,13,697
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2012,6133,381,119,118,413,6,31,31,108,94,1049,39,73,79,118,413,118,51,362,97,21,82,18,88,12,97,21,82,18,698
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2013,6140,364,112,111,420,6,31,31,116,105,998,42,74,79,111,420,111,33,387,97,14,87,13,92,8,97,14,87,13,699
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2014,6185,392,112,119,423,6,29,30,108,89,1080,39,82,86,119,423,119,38,385,106,13,89,11,91,9,106,13,89,11,700
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2015,6423,417,129,135,479,6,31,32,115,99,1152,42,67,76,135,479,135,71,408,105,30,78,22,85,15,105,30,78,22,701
 OHLB-OP1 LifeBanc,LifeBanc,OHLB,2016,6548,451,147,150,515,7,33,33,114,96,1237,42,72,79,150,515,150,80,435,121,29,81,19,84,16,121,29,81,19,702
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,1999,4028,217,,56,185,5,,26,85,76,614,30,,,56,185,56,0,185,56,0,100,0,100,0,56,0,100,0,703
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2000,4002,206,,47,181,5,,23,88,80,579,31,,,47,181,47,3,178,46,1,98,2,98,2,46,1,98,2,704
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2001,3811,207,,46,177,5,,22,85,79,578,31,,,46,177,46,2,175,45,1,98,2,99,1,45,1,98,2,705
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2002,3664,197,,50,179,5,,25,91,84,550,33,,,50,179,50,0,179,50,0,100,0,100,0,50,0,100,0,706
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2003,3554,179,,58,220,5,,32,123,115,496,44,,,58,220,58,0,220,58,0,100,0,100,0,58,0,100,0,707
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2004,3394,188,,52,206,6,,28,110,102,521,40,,,52,206,52,2,204,51,1,98,2,99,1,51,1,98,2,708
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2005,3318,204,,45,178,6,,22,87,82,563,32,,,45,178,45,2,176,44,1,98,2,99,1,44,1,98,2,709
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2006,3274,198,,46,166,6,,23,84,78,548,30,,,46,166,46,5,161,44,2,96,4,97,3,44,2,96,4,710
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2007,3175,197,,55,212,6,,28,108,101,541,39,,,55,212,55,7,205,52,3,95,5,97,3,52,3,95,5,711
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2008,3128,187,78,63,228,6,42,34,122,117,516,44,,,63,228,63,12,216,58,5,92,8,95,5,58,5,92,8,712
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2009,3082,187,59,46,160,6,32,25,85,77,514,31,,,46,160,46,16,144,40,6,87,13,90,10,40,6,87,13,713
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2010,3088,208,83,65,260,7,40,31,125,110,571,46,,,65,260,65,18,242,58,7,89,11,93,7,58,7,89,11,714
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2011,3214,198,63,46,175,6,32,23,88,75,547,32,71,72,46,175,46,4,171,45,1,98,2,98,2,45,1,98,2,715
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2012,3105,195,57,44,155,6,29,23,79,75,541,29,72,73,44,155,44,7,148,41,3,93,7,95,5,41,3,93,7,716
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2013,3262,207,73,62,226,6,35,30,109,101,569,40,68,73,62,226,62,29,197,50,12,81,19,87,13,50,12,81,19,717
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2014,3203,211,83,67,259,7,39,32,123,113,582,45,78,79,67,259,67,7,252,65,2,97,3,97,3,65,2,97,3,718
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2015,3240,206,69,70,231,6,34,34,112,99,565,41,81,84,70,231,70,29,202,58,12,83,17,87,13,58,12,83,17,719
 OHLC-OP1 Life Connection of Ohio,Life Connection of Ohio,OHLC,2016,3334,226,70,50,208,7,31,22,92,84,616,34,67,68,50,208,50,4,204,48,2,96,4,98,2,48,2,96,4,720
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,1999,5783,254,,64,265,4,,25,104,96,725,37,,,64,265,64,0,265,64,0,100,0,100,0,64,0,100,0,721
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2000,5739,277,,81,323,5,,29,117,105,778,42,,,81,323,81,2,321,80,1,99,1,99,1,80,1,99,1,722
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2001,5666,261,,65,253,5,,25,97,91,735,34,,,65,253,65,0,253,65,0,100,0,100,0,65,0,100,0,723
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2002,5585,269,,70,275,5,,26,102,92,756,36,,,70,275,70,0,275,70,0,100,0,100,0,70,0,100,0,724
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2003,5542,223,,63,257,4,,28,115,104,631,41,,,63,257,63,0,257,63,0,100,0,100,0,63,0,100,0,725
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2004,5341,265,,86,311,5,,32,117,99,742,42,,,86,311,86,0,311,86,0,100,0,100,0,86,0,100,0,726
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2005,5419,263,,79,312,5,,30,119,102,733,43,,,79,312,79,3,309,78,1,99,1,99,1,78,1,99,1,727
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2006,5339,266,,107,387,5,,40,145,128,737,53,,,107,387,107,19,368,100,7,93,7,95,5,100,7,93,7,728
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2007,5264,302,,97,363,6,,32,120,102,832,44,,,97,363,97,11,352,93,4,96,4,97,3,93,4,96,4,729
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2008,5334,302,111,100,351,6,37,33,116,101,838,42,,,100,351,100,31,320,88,12,88,12,91,9,88,12,88,12,730
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2009,5175,269,97,90,341,5,36,34,127,109,743,46,,,90,341,90,24,317,82,8,91,9,93,7,82,8,91,9,731
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2010,5095,315,100,82,319,6,32,26,101,86,869,37,,,82,319,82,8,311,79,3,96,4,97,3,79,3,96,4,732
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2011,5205,344,100,95,352,7,29,28,102,93,942,37,84,86,95,352,95,17,335,87,8,92,8,95,5,87,8,92,8,733
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2012,5267,330,108,88,330,6,33,27,100,92,908,36,71,74,88,330,88,23,307,78,10,89,11,93,7,78,10,89,11,734
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2013,5224,337,88,81,294,6,26,24,87,80,928,32,72,76,81,294,81,32,262,66,15,81,19,89,11,66,15,81,19,735
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2014,5311,323,99,84,302,6,31,26,93,85,899,34,74,76,84,302,84,23,279,74,10,88,12,92,8,74,10,88,12,736
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2015,5616,354,93,91,316,6,26,26,89,78,974,32,76,81,91,316,91,47,269,73,18,80,20,85,15,73,18,80,20,737
 OHLP-OP1 Lifeline of Ohio,Lifeline of Ohio,OHLP,2016,5748,368,105,93,337,6,29,25,92,81,1008,33,73,77,93,337,93,41,296,77,16,83,17,88,12,77,16,83,17,738
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,1999,3736,169,,41,141,5,,24,83,74,479,29,,,41,141,41,5,136,39,2,95,5,96,4,39,2,95,5,739
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2000,3593,179,,47,168,5,,26,94,77,503,33,,,47,168,47,16,152,39,8,83,17,90,10,39,8,83,17,740
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2001,3454,169,,41,140,5,,24,83,68,472,30,,,41,140,41,10,130,36,5,88,12,93,7,36,5,88,12,741
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2002,3465,174,,39,143,5,,22,82,75,486,29,,,39,143,39,2,141,38,1,97,3,99,1,38,1,97,3,742
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2003,3226,146,,39,132,5,,27,90,66,408,32,,,39,132,39,14,118,33,6,85,15,89,11,33,6,85,15,743
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2004,3067,156,,49,174,5,,31,112,105,432,40,,,49,174,49,7,167,46,3,94,6,96,4,46,3,94,6,744
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2005,3106,160,,60,219,5,,38,137,112,443,49,,,60,219,60,11,208,55,5,92,8,95,5,55,5,92,8,745
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2006,3045,156,,48,164,5,,31,105,89,432,38,,,48,164,48,10,154,44,4,92,8,94,6,44,4,92,8,746
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2007,3006,163,,64,221,5,,39,136,117,451,49,,,64,221,64,11,210,59,5,92,8,95,5,59,5,92,8,747
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2008,3052,175,52,31,107,6,30,18,61,52,481,22,,,31,107,31,7,100,29,2,94,6,93,7,29,2,94,6,748
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2009,3073,162,49,32,124,5,30,20,77,68,447,28,,,32,124,32,11,113,29,3,91,9,91,9,29,3,91,9,749
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2010,2797,154,45,38,160,5,29,25,104,95,421,38,,,38,160,38,7,153,35,3,92,8,96,4,35,3,92,8,750
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2011,2930,170,41,34,143,6,24,20,84,73,464,31,63,69,34,143,34,12,131,30,4,88,12,92,8,30,4,88,12,751
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2012,2743,177,43,47,169,6,24,27,96,85,485,35,86,89,47,169,47,11,158,42,5,89,11,93,7,42,5,89,11,752
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2013,2809,185,34,34,120,7,18,18,65,56,507,24,74,79,34,120,34,21,99,26,8,76,24,83,18,26,8,76,24,753
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2014,2950,192,51,54,228,7,27,28,118,111,527,43,86,89,54,228,54,24,204,46,8,85,15,89,11,46,8,85,15,754
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2015,2963,221,56,56,212,7,25,25,96,88,600,35,79,82,56,212,56,21,191,49,7,88,13,90,10,49,7,88,13,755
 OHOV-OP1 LifeCenter Organ Donor Network,LifeCenter Organ Donor Network,OHOV,2016,2967,237,67,65,233,8,28,27,98,90,641,36,79,82,65,233,65,24,209,57,8,88,12,90,10,57,8,88,12,756
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,1999,7664,400,,75,256,5,,19,64,56,1121,23,,,75,256,75,0,256,75,0,100,0,100,0,75,0,100,0,757
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2000,7431,376,,67,230,5,,18,61,57,1052,22,,,67,230,67,0,230,67,0,100,0,100,0,67,0,100,0,758
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2001,7249,380,,74,276,5,,19,73,69,1059,26,,,74,276,74,0,276,74,0,100,0,100,0,74,0,100,0,759
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2002,7422,378,,61,232,5,,16,61,55,1060,22,,,61,232,61,0,232,61,0,100,0,100,0,61,0,100,0,760
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2003,7354,368,,91,303,5,,25,82,77,1028,29,,,91,303,91,0,303,91,0,100,0,100,0,91,0,100,0,761
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2004,6992,394,,92,322,6,,23,82,73,1096,29,,,92,322,92,3,319,91,1,99,1,99,1,91,1,99,1,762
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2005,7292,388,,87,279,5,,22,72,65,1078,26,,,87,279,87,0,279,87,0,100,0,100,0,87,0,100,0,763
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2006,7035,363,,67,227,5,,18,63,55,1004,23,,,67,227,67,5,222,64,3,96,4,98,2,64,3,96,4,764
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2007,7095,394,,109,332,6,,28,84,72,1083,31,,,109,332,109,2,330,108,1,99,1,99,1,108,1,99,1,765
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2008,7311,394,136,83,264,5,35,21,67,59,1091,24,,,83,264,83,7,257,80,3,96,4,97,3,80,3,96,4,766
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2009,7165,429,142,81,262,6,33,19,61,53,1180,22,,,81,262,81,6,256,78,3,96,4,98,2,78,3,96,4,767
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2010,7217,432,90,81,288,6,21,19,67,60,1190,24,,,81,288,81,15,273,75,6,93,7,95,5,75,6,93,7,768
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2011,7223,440,99,99,325,6,22,22,74,66,1209,27,74,79,99,325,99,28,297,88,11,89,11,91,9,88,11,89,11,769
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2012,6957,421,102,94,360,6,24,22,86,77,1157,31,74,78,94,360,94,25,335,84,10,89,11,93,7,84,10,89,11,770
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2013,7293,413,102,89,326,6,25,22,79,70,1145,28,67,72,89,326,89,40,286,71,18,80,20,88,12,71,18,80,20,771
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2014,7417,414,132,141,495,6,32,34,119,107,1140,43,81,85,141,495,141,52,443,118,23,84,16,89,11,118,23,84,16,772
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2015,7223,446,165,174,542,6,37,39,122,107,1224,44,75,81,174,542,174,92,450,132,42,76,24,83,17,132,42,76,24,773
 OKOP-OP1 LifeShare Transplant Donor Svcs of OK,LifeShare Transplant Donor Svcs of OK,OKOP,2016,7299,470,162,180,572,6,34,38,122,103,1290,44,67,77,180,572,180,145,427,116,64,64,36,75,25,116,64,64,36,774
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,1999,4776,292,,85,323,6,,29,111,95,818,39,,,85,323,85,0,323,85,0,100,0,100,0,85,0,100,0,775
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2000,4773,297,,86,340,6,,29,114,97,835,41,,,86,340,86,0,340,86,0,100,0,100,0,86,0,100,0,776
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2001,4936,305,,89,338,6,,29,111,89,851,40,,,89,338,89,0,338,89,0,100,0,100,0,89,0,100,0,777
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2002,4893,298,,73,290,6,,24,97,86,831,35,,,73,290,73,2,288,72,1,99,1,99,1,72,1,99,1,778
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2003,4925,322,,88,327,7,,27,102,88,890,37,,,88,327,88,4,323,86,2,98,2,99,1,86,2,98,2,779
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2004,4548,304,,84,314,7,,28,103,92,839,37,,,84,314,84,0,314,84,0,100,0,100,0,84,0,100,0,780
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2005,4699,311,,87,322,7,,28,104,89,858,38,,,87,322,87,18,304,80,7,92,8,94,6,80,7,92,8,781
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2006,4749,319,,103,387,7,,32,121,109,879,44,,,103,387,103,30,357,94,9,91,9,92,8,94,9,91,9,782
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2007,4733,346,,87,348,7,,25,101,90,956,36,,,87,348,87,17,331,81,6,93,7,95,5,81,6,93,7,783
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2008,4763,302,85,69,260,6,28,23,86,77,837,31,,,69,260,69,25,235,60,9,87,13,90,10,60,9,87,13,784
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2009,4746,338,103,93,353,7,30,28,104,97,928,38,,,93,353,93,32,321,81,12,87,13,91,9,81,12,87,13,785
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2010,4623,333,89,79,287,7,27,24,86,77,922,31,,,79,287,79,27,260,70,9,89,11,91,9,70,9,89,11,786
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2011,4735,362,102,86,297,8,28,24,82,75,995,30,72,75,86,297,86,34,263,73,13,85,15,89,11,73,13,85,15,787
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2012,4754,364,95,75,271,8,26,21,74,68,999,27,73,74,75,271,75,12,259,70,5,93,7,96,4,70,5,93,7,788
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2013,4935,369,109,94,331,7,30,25,90,86,1022,32,70,74,94,331,94,41,290,76,18,81,19,88,12,76,18,81,19,789
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2014,5066,365,78,91,294,7,21,25,81,74,1006,29,77,83,91,294,91,76,218,61,30,67,33,74,26,61,30,67,33,790
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2015,5289,404,109,120,385,8,27,30,95,81,1118,34,76,82,120,385,120,90,295,84,36,70,30,77,23,84,36,70,30,791
 ORUO-IO1 Pacific NW Transplant Bank,Pacific NW Transplant Bank,ORUO,2016,5468,370,111,121,419,7,30,33,113,106,1023,41,84,87,121,419,121,69,350,93,28,77,23,84,16,93,28,77,23,792
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,1999,19589,894,,329,1182,5,,37,132,113,2525,47,,,329,1182,329,61,1121,305,24,93,7,95,5,305,24,93,7,793
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2000,19466,919,,298,1036,5,,32,113,92,2579,40,,,298,1036,298,58,978,275,23,92,8,94,6,275,23,92,8,794
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2001,18966,888,,314,1143,5,,35,129,110,2499,46,,,314,1143,314,88,1055,282,32,90,10,92,8,282,32,90,10,795
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2002,18699,896,,354,1267,5,,40,141,125,2506,51,,,354,1267,354,93,1174,318,36,90,10,93,7,318,36,90,10,796
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2003,18535,853,,344,1169,5,,40,137,123,2395,49,,,344,1169,344,118,1051,293,51,85,15,90,10,293,51,85,15,797
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2004,18053,876,,387,1320,5,,44,151,130,2440,54,,,387,1320,387,112,1208,340,47,88,12,92,8,340,47,88,12,798
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2005,18200,891,,382,1315,5,,43,148,130,2474,53,,,382,1315,382,139,1176,326,56,85,15,89,11,326,56,85,15,799
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2006,17800,879,,401,1325,5,,46,151,129,2441,54,,,401,1325,401,164,1161,335,66,84,16,88,12,335,66,84,16,800
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2007,17203,884,,389,1313,5,,44,148,120,2444,54,,,389,1313,389,112,1201,343,46,88,12,91,9,343,46,88,12,801
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2008,16606,923,442,428,1442,6,48,46,156,125,2540,57,,,428,1442,428,166,1276,358,70,84,16,88,12,358,70,84,16,802
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2009,15573,884,446,439,1424,6,50,50,161,126,2434,59,,,439,1424,439,153,1271,374,65,85,15,89,11,374,65,85,15,803
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2010,15090,894,375,392,1382,6,42,44,155,125,2471,56,,,392,1382,392,192,1190,307,85,78,22,86,14,307,85,78,22,804
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2011,15153,938,416,441,1531,6,44,47,163,126,2582,59,78,83,441,1531,441,196,1335,357,84,81,19,87,13,357,84,81,19,805
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2012,14993,897,414,417,1470,6,46,46,164,118,2486,59,72,78,417,1470,417,160,1310,352,65,84,16,89,11,352,65,84,16,806
